,0,shop_name,review_links,review_dates,ratings,item_details
0,ThinkPinkBows,ThinkPinkBows,https://www.etsy.com/shop/ThinkPinkBows/reviews,"[' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 13, 2016\n                    ', ' on Aug 13, 2016\n                    ', ' on Aug 13, 2016\n                    ', ' on Aug 13, 2016\n                    ', ' on Aug 13, 2016\n                    ']","['Search', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '4 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '2 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars']","['LadyBug lace romper, lace petti romper, romper, petti romper, lace romper, red romper, black romper', 'Red baby headband, baby headbands, Christmas headband, Valentines headband, Big bow headband, baby girl headband, White pink  baby headband', 'Red baby headband, baby headbands, Christmas headband, Valentines headband, Big bow headband, baby girl headband, White pink  baby headband', 'White baby headband, flower headband, baby Headbands,Baptism Headband, Christening headband,Flower Headband, Baby Headband,Baby Bows', 'Flower girl dress, Easter dress,Rustic flower girl, country flower girl, Girls dress,tulle dress, Junior bridesmaid, Rosy mauve dress', 'CLEARANCE Baby Headbands, Cotton Girls Head wraps, Baby Head wraps, Jersey Knit Headwraps, Baby Headbands, Knott Headband,', 'CLEARANCE Baby Headbands, Cotton Girls Head wraps, Baby Head wraps, Jersey Knit Headwraps, Baby Headbands, Knott Headband,', 'CLEARANCE Baby Headbands, Cotton Girls Head wraps, Baby Head wraps, Jersey Knit Headwraps, Baby Headbands, Knott Headband,', 'Newborn Crown,1st Birthday Crown, Baby headbands,  Newborn Baby Crown, Baby crown headband,Princess Crown Headbnad, Glitter Crown Headband.', 'Baby dress, flower girl dress, Rustic flower girl, country flower girl, White lace baby dress, Baptism dress, Girl dress, Baby 1st birthday', 'CLEARANCE Baby Headbands,CHOOSE COLOR Girls Head wraps,Messy Bow Baby Head wraps, JerseyHeadwraps, Big Bow Baby Headbands, Knott Headband,', 'Ivory baby Hedband,Baby Headbands,Newborn headband,Baby girl headband , Christening headband, Baby bow,baptism headband, big bow headband.', 'Newborn Crown,1st Birthday Crown, Baby headbands,  Newborn Baby Crown, Baby crown headband,Princess Crown Headbnad, Glitter Crown Headband.', 'Girls Chunky Necklace, Girls Bubblegum Chunky Necklace,  Brown Chunky necklace,Girls Chunky Bubble Gum Bead Necklace,Children Necklace.', 'Frozen Olaff  Necklace, Olaff Girls Chunky Necklace, Girls Bubblegum Chunky Necklace, Disney Frozen inspired girls chunky necklace.', 'CLEARANCE Baby Headbands, Cotton Girls Head wraps, Baby Head wraps, Jersey Knit Headwraps, Baby Headbands, Knott Headband,', 'CLEARANCE Baby Headbands, Cotton Girls Head wraps, Baby Head wraps, Jersey Knit Headwraps, Baby Headbands, Knott Headband,', 'CLEARANCE Baby Headbands, Cotton Girls Head wraps, Baby Head wraps, Jersey Knit Headwraps, Baby Headbands, Knott Headband,', 'CLEARANCE Baby Headbands, Cotton Girls Head wraps, Baby Head wraps, Jersey Knit Headwraps, Baby Headbands, Knott Headband,', 'Red baby headband, baby headbands, Christmas headband, Valentines headband, Big bow headband, baby girl headband, White pink  baby headband', 'Red baby headband, baby headbands, Christmas headband, Valentines headband, Big bow headband, baby girl headband, White pink  baby headband', 'Red baby headband, baby headbands, Christmas headband, Valentines headband, Big bow headband, baby girl headband, White pink  baby headband', 'Red baby headband, baby headbands, Christmas headband, Valentines headband, Big bow headband, baby girl headband, White pink  baby headband', 'Red baby headband, baby headbands, Christmas headband, Valentines headband, Big bow headband, baby girl headband, White pink  baby headband']"
1,LillyBowPeep,LillyBowPeep,https://www.etsy.com/shop/LillyBowPeep/reviews,"[' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ']","['Search', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '4 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars']","['lavender Petti Lace Romper, baby girl clothes , baby ,preemie,newborn,baby girl,flower girl dress,baptism outfit,wedding,bridal,confirmation', '8 FREE HEADBANDS, Baby Headband , Newborn Headband,Knot Headband,Preemie,Baby Girl,Infant,Headband,Baby Headbands,Wedding,Baptism, hair bows', '8 FREE HEADBANDS, Baby Headband , Newborn Headband, Lace Flower, Preemie,Baby Girl,Infant,Headband,Baby Headbands,Wedding,Baptism, hair bows', '8 FREE HEADBANDS, Baby Headband , Newborn Headband, Lace Flower, Preemie,Baby Girl,Infant,Headband,Baby Headbands,Wedding,Baptism, hair bows', '8 FREE HEADBANDS, Baby Headband , Newborn Headband,Knot Headband,Preemie,Baby Girl,Infant,Headband,Baby Headbands,Wedding,Baptism, hair bows', '8 FREE HEADBANDS, Baby Headband , Newborn Headband, Lace Flower, Preemie,Baby Girl,Infant,Headband,Baby Headbands,Wedding,Baptism, hair bows', '8 FREE HEADBANDS, Baby Headband , Newborn Headband, Lace Flower, Preemie,Baby Girl,Infant,Headband,Baby Headbands,Wedding,Baptism, hair bows', 'Baby girl Clothes, baby girl , SET, Ivory lace Petti Romper & Birdcage Veil Headband,newborn,Preemie,Infant,Flower Girl Dress,Baptism Outfit', '8 FREE HEADBANDS, Baby Headband , Newborn Headband,Knot Headband,Preemie,Baby Girl,Infant,Headband,Baby Headbands,Wedding,Baptism, hair bows', '8 FREE HEADBANDS, Baby Headband , Newborn Headband, Lace Flower, Preemie,Baby Girl,Infant,Headband,Baby Headbands,Wedding,Baptism, hair bows', '8 FREE HEADBANDS, Baby Headbands , headband, headbands, baby, baby girl, rose flower headband,Preemie,Infant,Wedding,Baptism,hair bows,clips', '8 FREE HEADBANDS, Baby Headband , Newborn Headband,Knot Headband,Preemie,Baby Girl,Infant,Headband,Baby Headbands,Wedding,Baptism, hair bows', 'Flower Girl Dress-Baptism Dress-Lace Dress-Baby girl Clothes-Newborn Girl Dress-Dress-Baby Dress-Christening Dress-Wedding Dress-Bridal-Red', 'Baby girl Clothes, baby girl , SET, Ivory lace Petti Romper & Birdcage Veil Headband,newborn,Preemie,Infant,Flower Girl Dress,Baptism Outfit', 'Baby Headband-Butterfly Headband-Baby Girl-Newborn Headband-Infant headband-Preemie headband-baby hair bows-hair bow-Baptism headband-bows']"
2,CrystalEclipseCrowns,CrystalEclipseCrowns,https://www.etsy.com/shop/CrystalEclipseCrowns/reviews,"[' on Aug 13, 2016\n                    ', ' on Aug 12, 2016\n                    ', ' on Aug 12, 2016\n                    ', ' on Aug 12, 2016\n                    ', ' on Aug 12, 2016\n                    ', ' on Aug 11, 2016\n                    ', ' on Aug 10, 2016\n                    ', ' on Aug 9, 2016\n                    ', ' on Aug 4, 2016\n                    ', ' on Aug 3, 2016\n                    ', ' on Jul 26, 2016\n                    ', ' on Jul 26, 2016\n                    ', ' on Jul 26, 2016\n                    ', ' on Jul 26, 2016\n                    ', ' on Jul 15, 2016\n                    ']","['Search', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars']","['Dog tooth amethyst nugget bead headband wrapped in silver wire with matching necklace', 'Angel Aura Mystic quartz crown headband with silver, gold or rose gold wire', 'Raw apple aura quartz headband crown wrapped in silver, gold or rose gold wire', 'Angel Aura Mystic quartz crown headband with silver, gold or rose gold wire', 'Clear Crystal Quartz Hairpin wrapped in silver, gold or rose gold wire', 'Black aura quartz halo crown headband wrapepd in silver, gold or rose gold wire', 'Angel Aura Mystic quartz crown headband with silver, gold or rose gold wire', 'Clear crystal quartz hairpin for ponytail or up do with silver, gold or rose gold wire', 'Tall crystal crown with rose gold, gold or silver wiring', 'Clear crystal quartz hairpin for ponytail or up do with silver, gold or rose gold wire', 'Amethyst and Rose Quartz headband wrapped in rose gold wire', 'Clear crystal quartz hairpin for ponytail or up do with silver, gold or rose gold wire', 'Clear crystal quartz crown headband with gold, silver or rose gold wire', 'Angel Aura Mystic quartz crown headband with silver, gold or rose gold wire', 'Gold quartz headband crown wrapped in gold wire']"
3,LeChaim,LeChaim,https://www.etsy.com/shop/LeChaim/reviews,"[' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 13, 2016\n                    ', ' on Aug 13, 2016\n                    ', ' on Aug 12, 2016\n                    ', ' on Aug 12, 2016\n                    ', ' on Aug 12, 2016\n                    ', ' on Aug 12, 2016\n                    ']","['Search', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '2 out of 5 stars', '5 out of 5 stars', '4 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '4 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '4 out of 5 stars']","['Hummingbird Necklace. Teardrop Cream Pearl Antique Brass Hummingbird Pendant Necklace. Woodland Hummingbird Jewelry Christmas Gift for her', 'Verdigris Leaf  Branch Beaded Pearl Bracelet. Woodland Jewelry Wedding Bridal Bracelet Blue Leaf Cuff  Bracelet', 'Sage Green Pearls Earrings Gold Flower Olivine Olive Sage Green Wedding Jewelry Bridal Earrings Bridesmaid Earrings Gift for Her', 'Feather Bracelet, Patina Verdigris Brass Blue Feather, Boho Chic Bohemian Bracelet, Feather Jewelry, Gift for Her, graduation gift', 'Champagne Dangle Earrings, Peach Drop Earrings, Gold Filigree Earrings, Champagne Wedding Earrings, Bridesmaid Earrings, Chandelier Earrings', 'Rose Gold Dangle Earrings Orchid Flower White Cream Teardrop Pearl Dangle Earrings Wedding Jewelry Bridal Earrings Bridesmaid Gift', 'Rose Gold Bridal Bracelet Orchid Flower Cream White Pearls Bracelet Wedding Jewelry Rose Gold Jewelry Bridesmaid Gift Rose Gold Wedding', 'Custom Listing for Catherine', 'Custom Listing for Catherine', 'Honey Bee Necklace Swarovski Topaz Crystal Pendant Necklace Bumble Bee Necklace Bee Jewelry Bee Keeper Bee Lover Gift graduation gift', 'Cream Pearls Dangle Earrings, Gold Orchid Flower Cream Teardrop Pearl Earrings, Wedding Jewelry, Bridesmaid Gifts, Bridal Earrings', 'Navy Blue Coral Orange Yellow Ivory Rose Daisy Peony Floral Collage Hair Comb Verdigris Patina Blue Leaf Rustic Vintage Wedding Bridal Comb', 'Feather Bracelet, Patina Verdigris Brass Blue Feather, Boho Chic Bohemian Bracelet, Feather Jewelry, Gift for Her, graduation gift', 'Gold laurel wreath Sage Green Teardrop Pearl Earrings Sage Green Wedding chandelier Earrings Bridal Earrings Bridal Party Bridesmaid Gift', 'Gold Orchid Flower Sage Green Pearl Earrings Olive Green Sage Wedding Bridal Pearl Earrings Bridesmaid Earrings Mothers Day Gift', 'Large Plum Purple Chrysanthemum Flower Wedding Bridal Hair Comb.Plum Purple Flower Brass Leaf Collage Hair Comb. Bridal Purple Wedding']"
4,jahannamartinez,jahannamartinez,https://www.etsy.com/shop/jahannamartinez/reviews,"[' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 7, 2016\n                    ', ' on Aug 5, 2016\n                    ', ' on Aug 4, 2016\n                    ', ' on Aug 4, 2016\n                    ', ' on Aug 4, 2016\n                    ', ' on Aug 4, 2016\n                    ', ' on Jul 30, 2016\n                    ', ' on Jul 27, 2016\n                    ', ' on Jul 22, 2016\n                    ', ' on Jul 22, 2016\n                    ', ' on Jul 22, 2016\n                    ', ' on Jul 22, 2016\n                    ', ' on Jul 21, 2016\n                    ', ' on Jul 21, 2016\n                    ', ' on Jul 20, 2016\n                    ']","['Search', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars']","['Unique Gifts For Nurses, Headbands For Women, Black And White Polka Dot Headband, Gifts For Nursing Students, Nurse Accessories, RN Gifts', 'Purple Flapper Headband, Flapper Style Headband, Fascinator Headband, Flapper Style Accessories, Headbands For Women, Flapper Headpiece', 'Head Wrap Headband, Headbands For Women, Summer Sale, Unique Hair Accessories For Women, Polka Dot Headband, Non Slip Headband', 'Unique Gifts For Nurses, Headbands For Women, Black And White Polka Dot Headband, Gifts For Nursing Students, Nurse Accessories, RN Gifts', 'Unique Gifts For Nurses, Headbands For Women, Black And White Polka Dot Headband, Gifts For Nursing Students, Nurse Accessories, RN Gifts', 'Registered Nurse Accessories, Beautiful Hair Accessories For Women, Gifts For Nurse Practitioners, Boho Headbands For Women, Wide Headbands', 'gifts for a nurse, hair accessories for women, non slip headband, registered nurse accessories, headbands for women, rn accessories', 'Unique Birthday Gift For Her, Registered Nurse Accessories, Summer Hair Accessories, Summer Headbands For Women, Peacock Headband', 'Unique Gifts For Nurses, Headbands For Women, Black And White Polka Dot Headband, Gifts For Nursing Students, Nurse Accessories, RN Gifts', 'Hair Accessories For Women, Black Headbands For Women, Gifts For Her, Black Silk Headband, No Slip Headbands, Summer Sale', 'Fitness Accessories For Women, Summer Sale, Fitness Headband, Black And White Headband, Yoga Headband, Yoga Hair Accessories', 'Christmas In July Gift Ideas, Roaring 20s Fashion, Hair Accessories For Women, Flapper Headband, Headbands For Women, Summer Sale', 'Registered Nurse Accessories, Beautiful Hair Accessories For Women, Gifts For Nurse Practitioners, Boho Headbands For Women, Wide Headbands', 'Unique Gifts For Nurses, Headbands For Women, Black And White Polka Dot Headband, Gifts For Nursing Students, Nurse Accessories, RN Gifts', 'Unique Gifts For Nurses, Headbands For Women, Black And White Polka Dot Headband, Gifts For Nursing Students, Nurse Accessories, RN Gifts', 'Spring Fashions For Women, Silver Headbands, Metallic Silver Headband, Fashion Accessories, Womens Headband, Spring Fashion Looks', 'Unique Gifts For Nurses, Headbands For Women, Black And White Polka Dot Headband, Gifts For Nursing Students, Nurse Accessories, RN Gifts']"
5,TrueNorthCollection,TrueNorthCollection,https://www.etsy.com/shop/TrueNorthCollection/reviews,"[' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 13, 2016\n                    ', ' on Aug 13, 2016\n                    ', ' on Aug 12, 2016\n                    ', ' on Aug 12, 2016\n                    ', ' on Aug 12, 2016\n                    ', ' on Aug 12, 2016\n                    ']","['Search', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '3 out of 5 stars', '3 out of 5 stars', '3 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '2 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars']","['Yoga Headband - Workout Headband - Fitness Headband - Running Headband - Golden Pineapple Print - Boho Wide Headband', 'Yoga Running Headband, Americana Headband, 4th of July, Fitness,  Wide Boho Nonslip Headband', 'Yoga Headband - Workout Headband - Fitness Headband - Running Headband - Night Palm Print - Boho Wide Headband', 'Yoga Headband -  Running Headband - Sea Blues Print - Fitness Headband - Fitness Apparel - Wide headband', 'Yoga Headband - Bali Print - Running Headband - Fitness Headband - Fitness Apparel - Wide headband', 'Yoga Headband - Workout Headband - Fitness Headband - Running Headband - Golden Pineapple Print - Boho Wide Headband', 'Yoga Running Headband, Americana Headband, 4th of July, Fitness,  Wide Boho Nonslip Headband', 'Yoga Headband - Workout Headband - Fitness Headband - Running Headband - Juliette Print - Boho Wide Headband', 'Yoga Headband, Fitness Headband, Island Cruise Print, Running, Non slip, Boho Headband, Wide headband', 'Yoga Headband - Workout Headband - Fitness Headband - Running Headband - Free Bird Print - Boho Wide Headband', 'Yoga Headband - Workout Headband - Fitness Headband - Running Headband - East Village Print - Boho Wide Headband', 'Yoga Headband - Fitness Headband - Sea Level Print - Running Headband - Workout Headband - Non Slip Headband', 'Yoga Headband - Workout Headband - Fitness Headband - Running Headband -  Margeaux Print - Boho Wide Headband', 'Yoga Headband -  Running Headband - So Green So Blue Print - Fitness Headband - Fitness Apparel - Wide headband', 'Yoga Headband - Bali Print - Running Headband - Fitness Headband - Fitness Apparel - Wide headband', 'Yoga Headband - Lagoon Print - Running Headband - Fitness Headband - Fitness Apparel - Wide headband - Workout Headband', 'Yoga Headband - Running Headband - Workout Headband - Fitness Headband - Moonstruck Print - Boho Wide Headband', 'Black Onyx - True North Collection', 'Yoga Headband - Napili Bay Print - Running Headband - Fitness Headband - Fitness Apparel - Wide headband - Workout Headband', 'Reserved Listing for Kat', 'Yoga Headband -  Running Headband - Bombay Sapphire Print - Fitness Headband - Fitness Apparel - Wide headband', 'Yoga Headband - Workout Headband - Fitness Headband - Running Headband - Free Bird Print - Boho Wide Headband', 'Yoga Headband - Workout Headband - Fitness Headband - Running Headband - Playa Del Carmen Print - Boho Wide Headband', 'Yoga Headband - Workout Headband - Fitness Headband - Running Headband - Down To Earth Print - Boho Wide Headband']"
6,avtboutique,avtboutique,https://www.etsy.com/shop/avtboutique/reviews,"[' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 15, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 14, 2016\n                    ', ' on Aug 13, 2016\n                    ', ' on Aug 13, 2016\n                    ', ' on Aug 13, 2016\n                    ', ' on Aug 13, 2016\n                    ', ' on Aug 13, 2016\n                    ', ' on Aug 12, 2016\n                    ', ' on Aug 12, 2016\n                    ', ' on Aug 12, 2016\n                    ', ' on Aug 12, 2016\n                    ', ' on Aug 12, 2016\n                    ', ' on Aug 11, 2016\n                    ']","['Search', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '3 out of 5 stars', '4 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars']","['Boot socks - women leg warmers - boot cuffs - socks for boots - knit leg warmers - lace leg warmers - leg warmers, crochet boot socks -gift', 'Boot socks - women leg warmers - boot cuffs - socks for boots - knit leg warmers - lace leg warmers - leg warmers, crochet boot socks -gift', 'Wedding garter blue, wedding garter set, garter, blue garter, wedding gift, lace garter, ivory garter, wedding garter, plus size garter', 'PICK 10 Hair bows, bows, pigtail bows, girl hair bows, baby bow, fluffy hair bows, baby girl hair bows, baby girl bows, toddler hair bows.', 'Headband, July 4th headband, Patriotic headband, turban, American flag headbands, Twist headband, women headband, headband, women turban', 'Navy garters, garter wedding, navy wedding garter, wedding garter navy, garter set, navy bridal garter, wedding garter belt, wedding garter', 'Baby girl hair bows, big bows, girl hair bow, big hair bows, toddler hair bows, large  bows, girl bow, girl hair bow, big bows toddler girls', 'Baby girl headbands - baby girl - toddler girl headbands - elastic hedband - flower headbands - headband baby girl', 'PICK 10 Hair bows, bows, pigtail bows, girl hair bows, baby bow, fluffy hair bows, baby girl hair bows, baby girl bows, toddler hair bows.', 'Baby turban headband, baby headwrap set, baby turban, head bands, baby turban headwrap, baby girl headbands, head wrap set - turban baby', 'Twist headband, women headband, turban headband women, turban head wrap, yoga headband, fitness headband, headband, turban headband adult', 'Twist headband, women headband, turban headband women, turban head wrap, yoga headband, fitness headband, headband, turban headband adult', 'Twist headband, women headband, turban headband women, turban head wrap, yoga headband, fitness headband, headband, turban headband adult', 'Twist headband, women headband, turban headband women, turban head wrap, yoga headband, fitness headband, headband, turban headband adult', 'Wedding garter purple, deep purple garters, garter wedding, purple wedding garter, lace garter,  ivory garter set, bridal garter, wedding', 'PICK 10 Hair bows, bows, pigtail bows, girl hair bows, baby bow, fluffy hair bows, baby girl hair bows, baby girl bows, toddler hair bows.', 'PICK 3 cheer bows - CHOOSE COLOR - big cheer bows - cheerbows - cheerleading bows - big bow - girl hair bows - ponytail bow, big bows girl']"
7,FangirlCreation,FangirlCreation,https://www.etsy.com/shop/FangirlCreation/reviews,"[' on Aug 13, 2016\n                    ', ' on Aug 13, 2016\n                    ', ' on Aug 13, 2016\n                    ', ' on Aug 11, 2016\n                    ', ' on Aug 9, 2016\n                    ', ' on Aug 4, 2016\n                    ', ' on Aug 4, 2016\n                    ', ' on Aug 4, 2016\n                    ', ' on Aug 4, 2016\n                    ', ' on Aug 4, 2016\n                    ', ' on Aug 4, 2016\n                    ', ' on Aug 3, 2016\n                    ', ' on Aug 3, 2016\n                    ', ' on Aug 3, 2016\n                    ', ' on Aug 3, 2016\n                    ', ' on Aug 3, 2016\n                    ', ' on Aug 3, 2016\n                    ', ' on Aug 3, 2016\n                    ', ' on Aug 3, 2016\n                    ', ' on Aug 3, 2016\n                    ', ' on Aug 3, 2016\n                    ', ' on Aug 2, 2016\n                    ', ' on Aug 2, 2016\n                    ', ' on Aug 2, 2016\n                    ', ' on Jul 29, 2016\n                    ', ' on Jul 29, 2016\n                    ', ' on Jul 29, 2016\n                    ', ' on Jul 29, 2016\n                    ', ' on Jul 29, 2016\n                    ', ' on Jul 29, 2016\n                    ', ' on Jul 29, 2016\n                    ', ' on Jul 29, 2016\n                    ', ' on Jul 29, 2016\n                    ', ' on Jul 29, 2016\n                    ', ' on Jul 24, 2016\n                    ', ' on Jul 24, 2016\n                    ', ' on Jul 24, 2016\n                    ', ' on Jul 21, 2016\n                    ', ' on Jul 20, 2016\n                    ', ' on Jul 18, 2016\n                    ', ' on Jul 17, 2016\n                    ', ' on Jul 17, 2016\n                    ', ' on Jul 17, 2016\n                    ']","['Search', '5 out of 5 stars', '5 out of 5 stars', '4 out of 5 stars', '4 out of 5 stars', '4 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '4 out of 5 stars', '4 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars', '5 out of 5 stars']","['The Harley Quinn Inspired Bow', 'The Speedy Inspired Bow', 'The Hufflepuff Inspired Bow', 'The Merida Inspired Bow', 'BB8 Inspired Bow', 'Arrow Inspired Bow', 'The Ariel Inspired Bow', 'The Snow White Inspired Bow', 'The Beast Inspired Bow', 'The Cinderella Inspired Bow Collection', 'The Hawkeye Inspired Bow', 'The Hook Inspired Bow', 'The Maleficent Inspired Bow', 'The Ariel Inspired Bow', 'The Hook Inspired Bow', 'The Mad Hatter Inspired Bow', 'The Merida Inspired Bow', 'The Elsa Inspired Bow', 'The Alice Inspired Bow', 'The Ariel Inspired Bow', 'The Belle Inspired Bow', 'The Tinkerbell Inspired Bow', 'The Ravenclaw Inspired Bow', 'The Merida Inspired Bow', 'The Elsa Inspired Bow', 'The Tinkerbell Inspired Bow', 'Winter Soldier Bucky Barnes Inspired Bow', 'The Merida Inspired Bow', 'The Rapunzel Inspired Bow', 'The Maleficent Inspired Bow', 'The Daryl Dixon Inspired Bow', 'The Elsa Inspired Bow', 'The Hufflepuff Inspired Bow', 'The Princess Tiana Inspired Bow', 'The Deadpool Inspired Bow', 'The Merida Inspired Bow', 'The Hawkeye Inspired Bow', 'The Belle Inspired Bow', 'The Hook Inspired Bow', 'The Harley Quinn Inspired Bow', 'The Belle Inspired Bow', 'The Pocahontas Inspired Bow', 'The Merida Inspired Bow']"
