,top_category,sub_category,shops
59,craft-supplies-and-tools,framing,"['FancyDayFrames', 'mrcwoodproducts', 'WholesaleFrame', 'FancySchmancy3', 'RedRiverRustics', 'therustyroof', 'ChunkyOakDesigns', 'CreativeJunkies', 'NeedmoreHeart', 'FamilyFotoFun', 'MasonKreationsEtsy', '2ChicksAndABasket', 'rustymill', 'SykesStudios', 'CustomWoodWonders', 'itsybitsyframeshop', 'PhotoFrameCompany', 'SeaLoveAndSalt', 'Grateful50', 'TaylorCraftsEngraved', 'AlyseStudios', 'VintageEvents', 'CrystalCoveDS', 'LunarCanyon', 'CarolinaCoutureDecor', 'ElementalCraftworks', 'SpringbrookEngraving', 'MissIrisCreations', 'RusticSprings', 'PickMeCups', 'PenelopeMayDecor', 'AbeloCustomSigns', 'UniqueWordsJersey', 'ThomasStudiosEst2007', 'whiskyginger', 'LifetimeCreations', 'RusticDecorFrames', 'ABWframes', 'JenniferDareDesigns', 'PaintedTreasuresbyme', 'MonogramPerfect', 'BurlapandLaceGifts']"
60,craft-supplies-and-tools,tools-and-home-improvement,"['RnDx2', 'HookAndKnob', 'ForgeHardwareStudio', 'RusticHooksAndMore', 'KallyCo', 'HBEngraved', 'BlueCaribouCa', 'EngravingCave', 'UmbrellaLaboratory', 'PaperBeadWorld', 'TDSONLINESTORE', 'AprilandKiwi', 'pikwahchan', 'honeywoodhome', 'WALLPAPERS4BEGINNERS', 'PortRayneBoulevard', 'HaoDesign', 'JustaGirlAndHerSaw', 'DaRosa', '36Grit', 'LoveEmmaDesign', 'SpringbrookEngraving', 'OzToymaker', 'FDJtools', 'LynnsHardware', 'ShabbyRestore', 'StickersKingdom', 'WulflundJewelry', 'PipeAndWoodDesigns', 'TheWhiteShanty', '1127handcrafter', 'TheSupplyGuy', 'BlackstarPress', 'FestivalReGlass', 'VermontForgings', 'PistolPetesSurvival', 'bubucaca', 'WildFireFlies', 'StencilDirect', 'ChiTownFurniture', 'BarnDoorStore', 'AnnieHowes']"
61,craft-supplies-and-tools,etsy-shop-supplies,"['FairestMeganOfAll', 'NakedLabelsUK', 'BlessedBlondies', 'BloomBlogShop', 'Labelin', 'LogoLuxe', 'crystalpearlboutique', 'SkylaDesign', 'mountainstreetarts', 'Wunderlabel', 'ananemone', 'Psychic1shop', 'Artision', 'ThemeFashion', 'FallForDesign', 'Metsusies', 'KateDanielleBE', 'displaydiva', 'SaddleHillStudios', 'SometimesPie', 'ikaprint', 'BrittanyHillBoutique', 'FinerRibbon', 'JeanDesign', 'RachelTatumCreations', 'AAShippingSupplies', 'MelindaWoodDesigns', 'TheSupplyCrateCo', 'LTCreativeDesigns', 'PaperlyPeople', 'cellobags', 'PackItWrapIt', 'OneEyedBee', 'EklektikStudios', 'BeckaGriffin', 'TwinSoulStudio', 'ThePackageHouse', 'HelloWorldStamps', 'CenterpieceBling', 'PerennialPlanner', 'TinyConfetti', 'DetroitGT']"
62,craft-supplies-and-tools,kits,"['MiniatureRhino', 'NeonKnotDesigns', 'KendallsCrochet', 'PrettyInPinkSupply', 'NamasteCollectivee', 'BearCreekDesign', 'LillyDsCraftSupplies', 'SeventhAndLark', 'inspireaway', 'AriaPaperie', 'Paintedpineshop', 'GlitteramaCrafts', 'NickyBarfoot', 'FantasyWireKits', 'TamarNahirYanai', 'RoyalPresentEmb', 'sincerelylouise', 'kirikipress', 'eBargains', 'jennyblairart', 'WALLPAPERS4BEGINNERS', 'Fairyfolk', 'OhSewBootiful', 'KITanik', 'FoliesBergere', 'CraftyWoolFelt', 'LowpolyPaper', 'SandyLeafFarm', 'FiberHuis', 'WildHerb', 'BiteMeBeads', 'moraapproved', 'homeshop3000', 'cozyblue', 'MyScrapCabinShop', 'KoolKro', 'Elf2point0', 'JewelryToolBox', 'Wusupplies', 'IndyHammeredKnives', 'ManagingMischiefCo', 'UrbanBrewShop']"
63,craft-supplies-and-tools,woodworking-supplies,"['AmandasCraftSupplies', 'SquareWoodProducts', 'LightofdayCreations', 'SweetJeanShop', 'FashionSilkFlowers', 'LittleHardware', 'SpotsAndScreens', 'TrinidadTides', 'CraftSupplyHouse', 'DaliasWoodland', 'RusticaHomeDecor', 'BuildEazy', 'NightOwlEngravingLLC', 'AllThisWood', 'AmysAlcove', 'MiaPreciousMemories', 'designcraftindustrie', 'GearheartIndustry', 'OrWaDesigns', 'moonbeamgifts', 'RocksandVines', 'VISupply', 'snakewoodsource1', 'TheWoodShapeStore', 'Montanacreatives', 'siglaserdesigns', 'NaturalArtStore', 'NaturesAllLLC', 'LotusLaserWorks', 'SunshinesSurprises', 'Girlinair', 'nutsyandme', 'hellobabyLA', 'JakesManCave', 'IndyHammeredKnives', 'AnnieHowes', 'Stringybarksupplies', 'MyBackdropShop', 'EternalReturns', 'OneStopHobbyShop', 'BlackCatsMedia', 'corrupiola']"
64,craft-supplies-and-tools,glass-and-clay-supplies,"['GreenStuffWorld', 'Mintyholic', '1127handcrafter', 'JewelBasket', 'TinyFoodSupply', 'ikandiclay', 'JolinTsai', 'DiscountMosaicSupply', 'HOUSEOFMOLDS', 'MoldsStudio', 'MiniatureSweet', 'RockinResin', 'MexFabricSupplies', 'ShanCStudio', 'Hobbyhoppers', 'HappyKawaiiSupplies', 'BeadSources', 'MosaicMelody', 'hillovely', 'AKDlampwork', 'MosaicTilesNMore', 'MyHappyColor', 'DKglassshop', 'DivaDesignsInc', 'MissisCute', 'MilestoneDecalArt', 'BondurantMountainArt', 'AlchemistressBeads', 'cocomo', 'MasonKreationsEtsy', 'Lisitza', 'lucastudiohk', 'CustomMintTins', 'FireflyGiftware', 'Molds', 'PotteryAndClay', 'MoldsSweetTreasure', 'GlassStudioButlerNJ', 'ArtisanWitchcrafts', 'Comiclay', 'funkydreamsmosaics', 'BGumeson']"
65,craft-supplies-and-tools,drawing-painting-and-writing-supplies,"['JaydensApple', 'ThePensnicketyCo', 'CaribouMilk', 'Heirloom142', 'StunningScript', 'iheartnailwraps', 'PapergeekCo', 'InsigniaStationery', 'UrbanLoopStudio', 'CocolokoScrap', 'emiliefriday', 'DaintyDoodler', 'KassaStore', 'WritersPens', 'KellyCreatesStudio', 'ArteOfTheBooke', 'LucyMadeMe', 'SprixieCharms', 'AdoptAPencil', 'LaceCactusCoatings', 'TheWriteAssistant', 'TravelerHK', 'IzzyandDaisy', 'creativequbedesign', 'HandmadeCraftSupply', 'Earmark', 'Calligraphystore', 'CNSdesignsPH', 'mycraft2014', 'TheSupplyHaven', 'MichelleCowartGifts', 'OmhdJapan', 'TheCalicoBear', 'KerridwensCauldron', 'danika58', 'InklingsPaperie', 'MIMOPencilCaseShop', 'Rozehenna', 'BullishShop', 'SweetSundayGifts', 'Hennafy', 'IZALDAStencils']"
66,craft-supplies-and-tools,leather-crafts,"['OceanBreezeBeadery', 'TheJewelDean', '24HourCreatives', 'luckysupply', 'PeggySueAlso', 'KnottyEssentials', 'PearlJewellery', 'WhoKnowsWhat', 'LeatherMob', 'JLLeatherSupplies', 'LeatherNorth', 'CustomMyMuks', 'Exsect', 'Ticent', 'artcarf', 'RSVPhandcrafted', 'Highdesertcncdesigns', 'PriceLeatherworks', 'LuxuryLeather3', 'lacepro', 'ChichesterInc', 'LeodisLeather', 'LeatherEU', '12PreciousStones', 'KitteKatte', 'LeatherbyKD', 'MargaretVera', 'LeatherbitsNbobs', 'BeeJaySupply', 'MinkusMargo', 'Suedeskin', 'CalWinslow', 'CoeurdeMithril', 'EcoCollectiveAus', 'BestFinding', 'MayaHoney', 'Hideuseek', 'lookingglassmemory', 'DIYbuckles', 'tongtongpearls', 'AnaFabricStore', 'GinasButtonsNBeads']"
67,craft-supplies-and-tools,floral-supplies,"['TheBlaithinBlairShop', 'JimiLace', 'NatureSeer', 'MermaidCoveGiftShop', 'TheBackyardGardener', 'RiceWineDIYShop', 'BenzieDesign', 'BlissfulSilks', 'SJsupplies42', 'Norwoodlavenderfarm', 'artofflowers', 'greypeonyboutique', 'LaBellaRoseSupplies', 'ThePipBerryBarn', 'RusticChicFlowers', 'LarkspurHill', 'PrettyBouquetCrafts', 'enchantedgardens', 'BlossomEmpress', 'TheAmateurNaturalist', 'NaturalRuby', 'BnBLLC', 'ForeverBloomsByLori', 'plantilly', 'WildChildArtSupplies', 'TheNaturalReSourcer', 'SimplySerraFloral', 'NewDreamWorld', 'UniqueFlowerChic', 'FlowerFantaSee', 'FashionSilkFlowers', 'CraftingBuzz', 'HandicraftWoodThings', 'ModernVase', 'LaPlumeDeFleur', 'CarmelWreaths', 'CraftCabaret', 'BYSSOandBON', 'thekeepershouse', 'GSboutique', '10orLessBowtique', 'NeedLoveVintage']"
68,craft-supplies-and-tools,hat-making-and-hair-supplies,"['HairCraftSuppliesUK', 'GlitteramaCrafts', 'BloomingSupplyCo', 'ThisandThatUniqueDes', 'PrettyInPinkSupply', 'FunFashionAccess', 'atmtom', 'HairbowSuppliesEtc', 'thejoyfulsupplyshop', 'Petershams', 'APinkSwan', 'Knotatail', 'iAmoreEtsy', 'feathershopuk', 'AngelLeaDesigns', 'FabulousWig', 'KraftyChicDesigns', 'BeautyEden', 'Keikonoheya', 'GETitGOTitDONE', 'BasiliskHairs', 'SimplyElegantStudio', 'Fabridasher', 'featherswholesale', 'solsfeathersupply', 'TheSodaPopShop', 'fenfenaccessories', 'CraftSuppliesOfOz', 'georgieporge81', 'LovelyMillinery', 'petitchapelier', '2big3smalldiy', 'BloomzberrySupplies', 'TheSparkleStore', 'EasyHatBlocks', 'uniquefeathers', 'loveitshabby2', 'CaSales', 'VieuxCharmes', 'bunnysundries', 'Kookeli', 'TheSinamayFarm']"
69,craft-supplies-and-tools,soapmaking,"['gafeelshop', 'Lasercutz', 'budhaffner', 'sweetmoulds', 'FannieAndFlo', 'Moldsold', 'soapcityru', 'WildHerb', 'papersushi', 'NICOLESILICONEMOLD', 'CDASoapWorks', 'LuxNaturesSupplies', 'ZaxBeesWax', 'CountryFolkSoap', 'eGreenSoap', 'AdamsboroSundries', 'SaharasSupplies', 'netersbodyessentials', 'PlexiGlassShop', 'TwoWildHares', 'sjmsupplies', 'bastelfun', 'TheFrugalShaman', 'MsLizziesSoaps', 'ChemistryConnection', 'Frontdoorsinbloom', 'CedarMountainCrafts', 'wolverinemountain', 'NaturalsByNana', 'rainbowshopCo', 'MRKtools', 'GrammasShop', 'Digital2Cre8', 'TarinAustralia', 'ZsBeesSavesBees', 'WildHerbSupplies', 'OzarkSoapMolds', 'DIYBathBodySupplies', 'svgmachine', 'ViennaImports', 'BulkSoapSupply', 'cleancutgifts']"
70,craft-supplies-and-tools,bookbinding-and-printing-supplies,"['OutpostArts', 'TheMildArt', 'Exit49Designs', 'SouthernPaperAndInk', 'CrazyMaryStickers', 'VellichorGraphics', 'myseventiesstore', 'SweetSundayGifts', 'SleekPortfolios', 'GretaArt', 'VintagePaperCo', 'ClariseStamps', 'artWallgrays', 'MissyBoschStudio', 'TimeToCreateCrafts', 'BornwithSparkle', 'ScoutsPlace', 'MemoryMakinShoppe', 'LCBAshop', 'UberArt', 'ArtisanGlassStencils', 'papersushi', 'AngelDirectProducts', 'MountainsideCrafts', 'Bookshell', 'refugium', 'DIYwebdesigns', 'ttgantzzplans', 'TheGarnetCherry', 'CraftandBeadsInc', 'tornedgepaper', 'jewelleryiwant', 'Kaleidum', 'WashiTapes', 'SideStreetSupplies', 'JournalShop', 'Beadcomber', 'DinkyScreens', 'HyroDesigns', 'APureVintage', 'Champiworld', 'martinjohnfowler']"
71,craft-supplies-and-tools,candlemaking-supplies,"['PsychicJasmineRoo', 'Psychiclovefaith', 'allMontana', 'HempBeadery', 'TraverseBaySoapCo', 'myoilessentials', 'EveryGoldenDetail', 'KlineHoneyBeeFarm', 'TheBusyBeeStore', 'CandleLynnSupplies', 'EarthsPath', 'LovesCreationShop', 'HempBeesHempWick', 'Psychic1shop', 'HilltopsHoney', 'Jenarna', 'BoutiqueCandleSupply', 'DIYSupplyStudio', 'AdamsboroSundries', 'NaturalCraftsUK', 'countrybee', 'WildHerb', 'Warehouse1711', 'CraftSupplyWarehouse', 'Craftovator', 'PamperHavenFragrance', 'WeddingSuppliesAU', 'HempbyDesign', 'MagnoliaAlley', 'TheSilverGoddess', 'SadieGraceVintage', 'HoneycombHempLine', 'CountryFolkSoap', 'ValleyStock', 'northwoodcandle', 'VeganHempWick', 'DrCandle', 'CrossingCandles', 'TheScentBoutique', 'TheMouldStore', 'WaxxySupplies', 'WildHerbSupplies']"
72,craft-supplies-and-tools,recipes,"['TwoWildHares', 'poivreetepice', 'CutiesPrintable', 'recipesforliving', 'JapanPop', 'MakeMineNatural', 'BatmansEmbroidery', 'Theticklishgiraffe', 'BrewSmith', 'Marmalady', 'BeachViewAttic', 'WildPlumTree', 'KegsCode', 'KALIFASHIONS', 'SunflowerCafeDesigns', 'TheWomenTalk', 'FreshWildflowers', 'NoFlyZoneHops', 'annalaia', 'FancyaFudge', 'ArtisticByNature1', 'USGiftclub', 'BazaarOfDreams', 'SmallScaleBrewing', 'LadyDanio', 'GrannyandGrandpas', 'jushaynes', 'Silvercrystalscouk', 'DunnByDixie', 'GenietheSpiceGoddess', 'CoastalInfusion', 'Boitifole', 'MainStreetMixes', 'AnnAndWayne', 'eloycedesigns', 'SparkleandComfort', 'HalfPennyBoutique', 'Cottagexpressions', 'SugarSpiceCorner', 'TrueVintageandMade', 'CulinaryElegance', 'TerryTutorials']"
73,weddings,jewelry,"['ModParty', 'bridenew', 'nanarosedesigns', 'thefabbridaljewelry', 'MignonandMignon', 'LimonBijoux', 'awesomeyoujewelry', 'MadCapFun', 'PearlOnly', 'JewelryRB', 'thelovelyraindrop', 'SparkleSMBridal', 'KVEdesigns', 'TheMagnoliaJewelry', 'BlueRidgeNotions', 'buttonit', 'CrystalAvenues', 'LaLaCrystal', 'PearlSelect', 'LunaSavita', 'TheJewelryGirlsPlace', 'GrandJunctionGuy', 'thefabbridal3', 'CamelliaJewelry', 'ValenciaLeighJewelry', 'TheWoodHutGifts', 'KristenLeighDesign26', 'DreamIslandJewellery', 'HangerDesignCenter', 'CarrieStudio', 'DecoratedRoom', 'HANDMADESILVERWORKS', 'DeighanDesign', 'ForTheMaids', 'Pearlland88', 'LeChaim', 'Alwaysabridesmade', 'CastleHallCreative', 'MichaelGabriels', 'NowThatsPersonal', 'BellyssaJewelry', 'SoBlessedDesigns']"
74,weddings,decorations,"['WeddingPros', 'TheLonelyHeart', 'nanarosedesigns', 'WeddingAffections', 'NgoCreations', 'SnapchatGeofilters', 'MiniMunStudio', 'DyanisMemoryBox', 'SweetHomeWoods', 'Montanacreatives', 'DuanesWorkshop', 'HappyBlueCat', 'braggingbags', 'WeefersDesigns', 'bridenew', 'CorkCountryCottage', 'AvocadoToGo', 'AKeyToHerHeart', 'ReclaimedOregon', 'KimeeKouture', 'ellums', 'theruffleddaisy', 'WoodinYouSigns', 'LovelyHankies2015', 'CountryBarnBabe', 'WildFireFlies', 'leannemadeline', 'ZCreateDesign', 'Decorationsdemariage', 'TrueloveAffair', 'FlowertownWeddings', 'FashionTouchWeddings', 'BravoodWoodDesign', 'HomePrint3DToppers', 'FranJohnsonHouse', 'HolidayCakeTopper', 'GlitteredBride', 'NapkinNiche', 'LaserTree', 'BlueLotusDesignsShop', 'Applecratescouk', 'SpecialDesignForYou']"
75,weddings,gifts-and-mementos,"['DecoratedBliss', 'lazerdesigns', 'AKLaser', 'BasketfulOfGrace', 'NomadGift', 'LaceysLace', 'LasersNStuff', 'artbymorgie', 'ThePersonalizedGift', 'mrcwoodproducts', 'RelaxEventStudio', 'EngraveMyMemories', 'DaisyDecorGifts', 'StragaCuttingBoards', 'SouthernTradeMark', 'FallenStarCoutureInc', 'TheEngravery', 'GraciousBridal', 'silkandmore', 'ModParty', 'TealsPrairie', 'SipHipHooray', 'thefabbridaljewelry', 'theapothecarybee', 'HangerDesignCenter', 'EverythingDecorated', 'GuestBookShop', 'CountryBarnBabe', 'crimsonking', 'DecoratedDelight', 'ThestoryoftheFall', 'BlackRabbitLabels', 'JnJEngravery', 'PictureItPersonal', 'Tats4now', 'RedRiverRustics', 'HudsonLace', 'MySisterandMeShop', 'EngravingPro', 'starboardpress', 'CleverHollyDesigns', 'WillowCreekCompany']"
76,weddings,invitations-and-paper,"['AKeyToHerHeart', 'LewisDesignCo', 'AModernSoiree', 'MyCrayonsDesign', 'WeddingAffections', 'PrintSmitten', 'tuttoprint', 'PeriPress', 'paperpunched', 'starboardpress', 'StampNouveau', 'LucySuiSF', 'designtwentyfive', 'berryberrysweet', 'BGregoryDesign', 'InklingsPaperie', 'BlissPaperBoutique', 'EmbroiCollection1', 'MintyPaperieShop', 'HopeStreetPrintables', 'BaloeDesigns', 'MyStamp', 'VineWedding', 'StudioInBudapest', 'LongShadowPaper', 'NostalgicImprints', 'StudioNellcoteDIY', 'invitesbythisandthat', 'ForwardPraises', 'InvitingMoments', 'AndOhSoCute', 'RunsLikeClockwork', 'marrygrams', 'SimplySaidPaperCo', 'TwoSistersPaperieCo', 'YouPrintEm', 'SwellAndGrand', 'SweetBellaStationery', 'XOXOKristen', 'OneEarDesign', 'ThatPrettyInvitation', 'MospensStudio']"
77,weddings,accessories,"['VintageLovers4', 'MAMWeddings', 'LeChaim', 'EyesOfDisguise', 'WestaireBridal', 'JavaJanes', 'HangingWithTheBride', 'LovelyHankies2015', 'ThePersonalWeddingCo', 'EllaWinston', 'ForTheBrideShop', 'EmbellishedbrideShop', 'YuriCWeddingShoppe', 'Arzus', 'CustomHolidays', 'BellasBloomStudio', 'BlancaVeils', 'HandmadeLaremi', 'harsuccthing', 'MelindaRoseDesign', 'PaolaBrownShop', 'BridalEmbroideryMegs', 'StevenBridal', 'ConstanceHandcrafted', 'TopGracia', 'SimplyMai', 'lostintimeinc', 'GiftedThimble', 'luxebuffalo', 'FancyThatLoved', 'Hangingmoments', 'MeshkaBridal', 'BeccasBridalBoutique', 'Redfoxfur', 'GothamCityStyle', 'terihuang', 'MyPersonalMemories', 'SeasonalBounty', 'JuniperAndLace', 'My3LittleWishes', 'MonogramRose', 'ShoppeWinsome']"
78,weddings,clothing,"['AlexDress', 'AnnaBridalBoutique', 'Kimsically', 'MagicTulleCouture', 'LaceBridal', 'Dressesall4you', 'SweetValentina', 'OneFancyDay', 'BrideAndEntourage', 'Luv4infinityz', 'Barzelai', 'DesignsBiK', 'Yasminelayani', 'LoveForeverBridal', 'KateGraceRose', 'TheRaggedDiamond', 'myuniverse', 'lePetitePosh', 'BridalByCrysteliz', 'justDressAndCharm', 'LVRandCo', 'ColorWireArt', 'taraveils', 'TrexAndUnicorn', 'TheCrazyBunnyLady', 'Dioriss', 'Blackteawhitetea', 'lovelikestyle', 'Arzus', 'LucyBridalBoutique', 'PrettyCountryBridal', 'Elegantlovers', 'janebridal', 'TheLittleBridalShop', 'BellaFleurBridal', 'ShadesOfPinkBtq', 'cityandsalvage', 'PoshPeanutKids', 'OldFashionPrintShop', 'LeRoseGifts', 'Figandvine', 'KingdomBoutiqueUA']"
79,weddings,shoes,"['CrossAndCrown', 'DinkiDs', 'WearingTreasures', 'gorgeousweddingshoes', 'bosphorusshop', 'BeforeTheRings', 'FULYAK', 'BridalFlipFlops', 'vintageromance2015', 'TheCherishedBride', 'Kimsically', 'StickerMasters', 'BlingBossApparel', 'ReceptionFlipFlops', 'TheCrystalShoeCo', 'walkinonair', 'HeelioDealios', 'YoursTrulyShoes', 'KUKLAfashiondesign', 'NoOrdinaryBling', 'bigrockbridal', 'BabySouls', 'Parisxox', 'thewhiteribbon', 'ammiejoyce', 'JewelrybyAngelStore', 'BeholdenBridal', 'Cinderollies', 'HopefullyRomantic', 'CheekyCheeksOnline', 'Pink2Blue', 'EllieWrenWeddingShoe', 'NewBrideCo', 'WhiteRabbitsDesign', 'TillyWhistle', 'littleserah', 'CakesnCraftsLtd', 'BraveStrides', 'ChristyNgShoes', 'BellaBelleShoe', 'TheCrystalSlipper', 'FairyFlowerDreams']"
80,books-movies-and-music,books,"['SHPplanners', 'posypaper', 'CleanLifeandHome', 'PlumPaperDesigns', 'PrintableWisdom', 'YellowPaperHouse', 'ImagineThatbyLori', 'HadronEpochDesign', 'RyanSheffield', 'FavoriteStory', 'MelvedyDesigns', 'CathyKDesigns', 'Graphecx', 'Nikkistrange', 'CurtisMatsko', 'TallTaleLaser', 'DaisyChainDigital', 'JackdawBindery', 'FunEclecticHF', 'EllemonDesigns', 'BumbleBeasy', 'FreshPaperiePlanners', 'mod86designery', 'ObviousState', 'MisterScribbles', 'PaperPenguinCo', 'Ruskerville', 'PrintablePineapple', 'dogsnotdiets', 'PikakePress', 'MyPaperKittens', 'SimpleSouthernMommy', 'DearPlanner', 'fodesign', 'TheStickerAlley', 'BerteauandCo', 'SweetCaressDesigns', 'SlimNote', 'NatalieRebeccaPrints', 'peonypapeterie', 'GetWellPlan', 'aTypeOfInspiration']"
81,books-movies-and-music,music,"['WoodenCapos', 'GracensDesigns', 'PickslaysWoodworking', 'MaxProduction', 'AllCustomGifts', 'NiciLaskin', 'sweetleafvinyl', 'MengQiMusic', 'WeirGuitars', 'Wishbringer', 'PhotovisualsShop', 'HandmadeStraps', 'ChahtaJewelry', 'ScissorMill', 'PorchlightCoffee', 'moxieandoliver', 'debandf', 'faithmonsoon', 'Qilinlibrary', 'JennShepART', 'RightOnTheWalls', 'lureofcripplecreek', 'BeachCoveJewelry', 'MileNine', 'UkuleleStudio', 'UniverseGifts', 'hesslerk', 'PersonalizedGallery', 'RaysRootworks', 'JLCustomsCreations', 'AlbatrossGuitars', 'LongBeachMusic', 'harpdude1', 'TheMoonShineStudio', 'COPPERPEACE', 'FamilyAdventureDays', 'sierrametaldesign', 'PickYourPoisons', 'AlloyGuitars', 'MountainDidgeridoo', 'JPDco', 'SymetriColour']"
82,books-movies-and-music,movies,"['TVandFilmScripts', 'TheArcCosplay', 'petesprops', 'BruisedTongue', 'SpottyDogProductions', 'PersonalPrintsMemori', 'Pyroteeze', 'MonicaMakesMemories', 'MissPetraO', 'kitschannette', 'HeartnSkullSHOP', 'FanFictionProps', 'ZanzibarLand', 'DamnGoodDoormats', 'ANTIGOs', 'BrianCooperArt', 'AtticReplicas', 'jgouveia', 'YoursBlissfully', 'YourStoryProductions', 'CustomNerd', 'sharpshooterkeychain', 'CreativePal', 'Redrommel', 'ElephantsEyebrow', 'realcoake', 'MarysFunkyFinds', 'Omascollectibles', '1STAGE', 'Cosplayanddisplay', 'OfficialLisaAmaro', 'TOXICxDECOR', 'aquarius247', 'CinemasProps', 'DangerousTourist', 'cosmicpeaces', 'AxisReplicaShop', 'hollywoodmintscripts', 'HatcherabiliaCA', 'RyanGoslingSaysHi', 'dayspringcollectible', 'CraftsVarietymouse']"
83,books-movies-and-music,video-cases-and-tins,"['CaprimoDesigns', 'glielfidelcalzolaio', 'nauli', 'stripeycity', 'MemeresAttic', 'inspiredbyfandom', 'wordsworthbookstore', 'retroDoodads', 'detteryan', '4PDX', 'thevintagearcade', 'PBTimelessTreasures', 'lovelockswhatknots', 'RomsavkaStudio', 'Monstrousgods', 'RetroVisionUK', 'pickergreece', 'OhHelloShanVintage', 'stillthemind', 'TreasureResque', 'TwilightCraftsLLC', 'OldThingsMakeMusic', 'BehindTheWall', 'KrystinaHartryDesign', 'cajuncochran2', 'OnTheBlackHandSide', 'BrassAttics', 'NeedfulThings13', 'uniquegamesnstuff', 'LeFrenchQuarter', 'oldmenvintage', 'Artwithfunction', 'BlueDaleVintage', 'welcomeandthankyou', 'JewelsRosesNRust', 'PinkaDotPoodle', 'KEVSKOVE', 'BrossieBelle', 'HumblePark', '5and10CentStore', 'PastPaperPresent', 'Doroga']"
84,electronics-and-accessories,electronics-cases,"['NatsNicheByNatalie', 'dadastickers', 'LunaSavita', 'thetimeforus', 'MonogramItDarling', 'CathyKDesigns', 'EVBTLEATHER', 'AnchorAndAxe', 'NebraskaVinyl', 'MagesticFox', 'NashvilleDecals', 'barvaleather', 'MascotCase', 'ShopOhMyGoodies', 'CaseGears', 'OhioDesignSpace', 'darthstickers', 'SarahJadeCreations', 'HamanHideLeather', 'TopCaseUSA', 'fenot', 'MarbleMacBook', 'evoncase', 'RRCountryCreations', 'LaPetiteEugenes', 'Geekals', 'kailochic', 'casesfactory', 'iPhoneCaseLove', 'Casehype', 'CaseYard', 'RockSteadyCases', 'PaiBai', 'SkinLee', 'FabStory', 'TopHome', 'HelloNutcase', 'LemurCases', 'SunshineVinyl', 'NorthBased', 'TreeAndArrow', 'VNLcompany']"
85,electronics-and-accessories,decals-and-skins,"['LunaSavita', 'NatsNicheByNatalie', 'dadastickers', 'MonogramItDarling', 'NebraskaVinyl', 'AnchorAndAxe', 'MagesticFox', 'MoonAndStarCo', 'NashvilleDecals', 'Keyshorts', 'SarahJadeCreations', 'MarbleMacBook', 'RRCountryCreations', 'Geekals', 'aNnMonograms', 'LeTanuki', 'sewthinggeeky', 'PinkyDesign', 'MixedDecal', 'JamsVinylDesigns', 'SkinLee', 'TheRockingJay', 'SunshineVinyl', 'BrainCandyInk', 'TreeAndArrow', 'ShopCJGDesigns', 'VNLcompany', 'EvieLindDesigns', 'Cutthesheet', 'MarylandVinylDecals', 'LaurenbyDesign', 'CarolinaDesignStudio', 'ThinkNoir', 'JMKDecals', 'SunburstArtGraphics', 'mtcvinyl', 'MarbleDecals', 'EMPVinylDesigns', 'StickerTiger', 'AStitchofHappiness', 'HyroDesigns', 'FantaStiCkyShop']"
86,electronics-and-accessories,car-parts-and-accessories,"['happythoughtsgifts', 'JeepWaveDecals', 'ALLSTICKERS', 'MagnoliaLaine', 'GlitterGlamMonograms', 'AcryLEDdesigns', 'SouthernMissVinyl', 'VinettaMae', 'AMillionMonograms', 'ToGildTheLily', 'ChicMonogram', 'MemoryMakerStudio', 'LeChicMonogram', 'KMvinyl', 'TreasuresByAllie', 'simplycases', 'mylittlecase', 'AZParacordCustoms', 'SAWTHESIGN', 'OhMyWordDesigns', 'AlonmyCrystalCrafts', 'Boulevardinc', 'DreamThread', 'SimplySistersGreek1', 'WestGaVinyls', 'Leibersperger', 'AllThingsCuteDecals', 'RunWildVinylDesigns', 'SaltCityGraphics', 'JaysDecals', 'DarkStarLab', 'KACExpress', 'JigsawHearts', 'kateskraftsandgifts', 'TheDreamyDaisy', 'ALittleRogue', 'AlloraGifts', 'BowsforCars', 'RapidVinyl', 'ButterflyFrillsShop', 'LouisvilleMarketing', 'TaylrMadeCreation']"
87,electronics-and-accessories,cell-phone-accessories,"['CrimsonCircuits', 'Rumminov', 'MilanDIY', 'EverythingEtchedAZ', 'ChicMonogram', 'CloudsofAnarchy', 'FunCasesUK', 'aTypeOfInspiration', 'WalkingBulb', 'PortPrint1', 'TheBlingBling', 'NYCWorkshop', 'RangseeCrystalCases', 'CasesByLorraine', 'PokeRangerRett', 'sleepypandie', 'HideAwayMelon', 'ChiikaboomShop', 'Modtacks', 'Caseity', 'Enzouke', 'IcyPanther', 'CherisDesigns', '23bestFORyou', 'momscase', 'CellSavers', '3Dexpressions', 'TinInk', 'complexwish', 'DarlyneLoveJewelry', 'SOLIDink3d', 'petekdesign', 'JojostoryArt', 'Casecartels', 'LovelyCaseCo', 'Animusrhythm', 'PalletTownLabs', 'SnazzyBox', 'LauraKnattArt', 'SparklyCharmsShop', 'TheMintBeadery', 'DecorusCases']"
