,top_category,sub_category,shops
30,clothing,mens-clothing,"['EmaxTees', 'PrimitiveTribalCraft', 'LookShopRepeat', 'cafvram', 'Inaprinting', 'SoPinkUK', 'Tmeprinting', 'NumberTwoFan', 'MasterTeez', 'YeezyshopCo', 'Whynotstopnshop', 'etsy2petch', 'FreeSpiritInk', 'CarolinaMagnoliaDes', 'BlvckedOut', 'SeriouslyHappyTees', 'TeeHeeHeeShirt', 'ElectricWest', 'TwoToneTeeToOne', 'Chicatory', 'ZafiroStreet', 'OhSewPersonalized', 'SStreetwearSociety', 'ColorRedClothing', 'andMorgan', 'teecdee74', 'PatentPrints', 'Arizoniacs', 'KingsofMerch', 'REDRESSEDco', 'TheProudLondonUK', 'CottonThreadsShirtCO', 'chicachicapparel', 'CoralStreetDesigns', 'TeesAndTankYouShop', 'BrokenAnchorApparel', 'MetPDesigns', 'mellowmindCosplay', 'IIMVCLOTHING', 'Eastandwillow', 'AlmostAuthentics', 'nimbusprintshop']"
31,clothing,girls-clothing,"['MagicTulleCouture', 'RosieandJames', 'BannahBabyCo', 'KennedyClairesCloset', 'PoshPeanutKids', 'OohLaLaDivasandDudes', 'SweetValentina', 'CloverDepot', 'SweetAndStitched', 'TrendyCactus', 'susuLEMON', 'SkylarnMe', 'KCustoms612', 'SweetTeezLLC', 'InfanteenieBeenie', 'PinkandBlueBonnets', 'SONSHINEandBLUE', 'LillyBowPeep', 'JeniLayneDesigns', 'WillowBeeApparel', 'TugboatsAndTutus', 'LittleLoviesChic', 'eNVDenim', 'OwenAndGwen', 'TeeHeeHeeShirt', 'KidsAmore', 'CuterThanWords', 'ThinkPinkBows', 'TheLittleQueenBee', 'CutsAndCreations', 'partiesandfun', 'DesignsbyChristineE', 'ChicCoutureBoutique', 'YourLittleLoves', 'CapedMommy', 'HandmadeTeez', 'PetiteandPosh', 'LeLeandTee', 'Madisonhandmade', 'SevenMilesPerSecond', 'twolittlepumpkins2', 'KateGraceRose']"
32,clothing,boys-clothing,"['VicariousClothing', 'LiveStyled', 'TotesAdorbsClothing', 'fEeLiNgPrInTy', 'ShopHappyLifeTees', 'HandmadeTeez', 'mainegirlcreations', 'susuLEMON', 'TheWishingElephant', 'LittleAdamandEve', 'SONSHINEandBLUE', 'SnowSew', 'SweetTeezLLC', 'zoeysattic', 'VazzieTees', 'TeeHeeHeeShirt', 'TugboatsAndTutus', 'LittleLoviesChic', 'eNVDenim', 'TheCuteTee', 'OwenAndGwen', 'CutsAndCreations', 'CapedMommy', 'twolittlepumpkins2', 'PeedlesPrettys', 'SevenMilesPerSecond', 'Madisonhandmade', 'ChicCoutureBoutique', 'ShowerTimeBabyWear', 'PrettysBowtique', 'GlitterGirlsShopLLC', 'SoSweetBabyBoutique2', 'sweetlittletees', 'JumpingJacksCo', 'ChristinaBowtique', 'KookaburraBaby', 'AllThatGlittersBaby', 'ShilohThreads', 'coup', 'MoesShirtShack', 'TheNewBabyBoutique', 'PaisleyPrintsSpokane']"
33,shoes,womens-shoes,"['ImeldaShoes', 'ADIKILAV', 'GlammedGalore', 'Pterna', 'TriskelionSandals', 'sportshoequeen', 'Uteehavy', 'quiltery', 'RHINESTONESnRANDOMS', 'SomethingYouGifts', 'GiftFromUkraine', 'BarmineClub', 'Suzymadethis', 'CrossAndCrown', 'WearingTreasures', 'JuliaBoShoes', 'SaltGear', 'Sportzunlimited', 'BangiShop', 'CeramicallyFunny', 'Burlinca', 'CustomizedByOBC', 'madammeshushu', 'Leatherhood', 'GrecianSandals', 'DinkiDs', 'bosphorusshop', 'DickensKnits', 'RandysRubySlippers', 'gorgeousweddingshoes', 'SandImprintSandals', 'GreekChicHandmades', 'GustoCreations', 'NormanAndBella', 'Julescraftshack', 'Chrysandals', 'LulusModernVintage', 'TheNumberW', 'FULYAK', 'MadCandies', 'HolleyBug15', 'Sandalmania']"
34,shoes,girls-shoes,"['handmadebabylove', 'ChaChaCoutures', 'littleKMD', 'EppyLittle', 'RomusShoes', 'deerieandco', 'CutestlittleThing', 'ColoradoChickCo', 'ShopWildRose', 'PretzelzandPigtailz', 'HowCuteAreYou', 'LittlePoshBebe', 'LittleAdamandEve', 'TrendyEnds', 'Suzymadethis', 'SweetestBabyCreation', 'Happy2sisters', 'IzabellaBABY', 'GabisHeadbands', 'TheCCVillage', 'BabyBootiez', 'ParadiseShoes', 'ebooba', 'SweetBabyGirlShoppe', 'SimplyDanika', 'Bootilicious', 'TheCrystalShoeCo', 'SuziesTalentPatterns', 'Yunisiya', 'ScooterBooties', 'leathermadenice', 'TheBloomingLilac2013', 'SoftSoulBabyShoes', 'TreesHugMeBack', 'SandraArtistryAlaska', 'MartBabyAccessories', 'BabySouls', 'GoneGreek', 'ALRinspirations', 'threekittensknitting', 'elfinhugs2', 'ThoughtfulStitches']"
35,shoes,boys-shoes,"['handmadebabylove', 'ChaChaCoutures', 'littleKMD', 'EppyLittle', 'RomusShoes', 'deerieandco', 'CutestlittleThing', 'ColoradoChickCo', 'ShopWildRose', 'PretzelzandPigtailz', 'HowCuteAreYou', 'LittlePoshBebe', 'frecklesdaisiesltd', 'Suzymadethis', 'TrendyEnds', 'BabyBootiez', 'IzabellaBABY', 'ebooba', 'ParadiseShoes', 'SimplyDanika', 'TheCCVillage', 'Bootilicious', 'Yunisiya', 'leathermadenice', 'ScooterBooties', 'TheBloomingLilac2013', 'SoftSoulBabyShoes', 'SandraArtistryAlaska', 'TreesHugMeBack', 'elfinhugs2', 'threekittensknitting', 'ThoughtfulStitches', 'ClamFeet', 'SimplyCuteByKellie', 'TwoGirlsPatterns', 'SoBebelicious', 'BySophiaBaby', 'czappit', 'LoleyPopsCreations', 'TeddyandI', 'TasteVintage', 'SnapesSplendidShoes']"
36,shoes,mens-shoes,"['GlammedGalore', 'SaltGear', 'NormanAndBella', 'GustoCreations', 'CeramicallyFunny', 'MadCandies', 'Julescraftshack', 'GrabbKicks', 'Eleanorsplace', 'sportshoequeen', 'IntellexualDesign', 'Peninsule', 'Uksparklers', 'Jazfinest', 'FaeMoonWolfDesigns', 'cosmylover', 'Calpas', 'OnlyCustomKicks', 'DenisCustoms', 'AmbisCreations24', 'EmmaCatsCreations', 'KickDynasty', 'RubyRoseslippers', 'FeiradeBarcelos', 'DripGawds', 'czappit', 'JollyJumbuk', 'ShoeniversalCustoms', 'ArkhamPrints', 'FezSouk', 'FlipSideFlipFlops', 'ShopWildRose', 'NYCustoms', 'CrazyButterflies', 'TheSheepherder', 'nowvintage', 'AtelierHandmadecom', 'AakashaMen', 'YGMoriginaldesign', 'PricklyPaw', 'lefushop', 'Leatherhood']"
37,shoes,insoles-and-accessories,"['SimplerHome', 'JustKnotWood', 'DistinctlyIvy', 'Applecratescouk', 'ShoeClipsOnly', 'SpudsCreativeAsylum', 'honeystreasures', 'Crates4YouUK', 'PalletablesUK', 'JustOriginalsIn', 'MadeByLBijoux', 'GlovesByJana', 'TheHenryHouse', 'SoleShoeBoxes', 'OliveWoodLand', 'Thecraftyjack', 'ManuuDesigns', 'ShoeClipsBiz', 'APartingGlass', 'BootAndShoeLaces', 'CleaninHouse', 'PetalleCreations', 'WeNaildIt', 'SaltRiverVintage', 'usa2030', 'SmallCrownShop', 'NeatNicheinWood', 'footpainrelief', 'OfficinaDelPapillon', 'MetalJewelryAmy', 'signedandnumbered', 'IntellexualDesign', 'EmptyNestVintage', 'QuipsAndGrins', 'RamseyRusticDecor', 'ModFlair', 'LAZYKWroughtIron', 'TomisTreasures', 'Turpinshorseshoes', 'EternallyStamped', 'claudeplume', 'WoodlandRustic']"
38,jewelry,necklaces,"['MignonandMignon', 'FreshyFig', 'BlushesAndGold', '7Sages', 'ReflectionsofIvy', 'SusanAnna', 'tongtongpearls', 'KareFreeVibes', 'FeminaHandmade', 'LimonBijoux', 'lotusfairy', 'frills4you', 'CaitlynMinimalist', 'delezhen', 'LayeredAndLong', 'JewelryVV', 'LunaSavita', 'DaintyAndGold', 'EpicGlows', 'HeartsandGems', 'EndlessUniverse', 'BourgeoisGlass', 'WangDesignJewelry', 'emilyjdesign', 'AnnalisJewelry', 'ChokerSaint', 'MermaidsIntheCity', 'Love1Oak', 'samibickel', 'Nutmegjewelrydesigns', 'thefabbridaljewelry', 'TheSilverWren', 'EKjewelry1', 'InaLeiDesigns', 'TransientSouls', 'ShopSomethingBlue', 'VibeJewelryAnnaK', 'SHOPEVREN', 'AnniDesignsllc', 'RoseAndRaven', 'Sheilasattic', 'RecycledBeautifully']"
39,jewelry,earrings,"['Sheilasattic', 'VenexiaJewelry', 'ShopOrigamiJewels', 'AmberSky', 'thefabbridaljewelry', 'TakeOnMe7', 'AnniDesignsllc', 'LimonBijoux', 'CandiceVostrejs', 'RebelOcean', 'HiUnni', 'inbalmishan', 'SquirrelsNestJewelry', 'RhondaLynneJewelry', 'NtikArtJewelry', 'AshkalJewelry', 'MyAdorableAccessory', 'JenniferCasady', 'SuHuaSilver', 'PMDJewelryShop', 'jewelryTang', 'SilverCharmsInc', 'BohemianCraftsody', 'ArcticBuffalo', 'SparkleSMBridal', 'STCHandmade', 'LeChaim', 'Splurge', 'WenPearls', 'LayeredAndLong', 'AnnalisJewelry', 'AndewynDesigns', 'TheMagnoliaJewelry', 'RusticGem', 'ivolvebeauty', 'ASecondTime', 'sweetstonesjewelry', 'CrystalAvenues', 'LamFaTiTa', 'oneartsymomma', 'JazzelliDesigns', 'SaressaDesigns']"
40,jewelry,bracelets,"['StampedWithPassion', 'PersonalizedTreazure', 'Sheilasattic', 'JewelryBlues', 'ModParty', 'AndewynDesigns', 'FreshyFig', 'MignonandMignon', 'amywaltz', 'WulflundJewelry', 'BohemianFantasy', 'inbalmishan', 'ReflectionsofIvy', 'ASLstudio', 'BBobByBillie', 'GoWildBoutique', 'littlestgem', 'EveryDaySunShineFL', 'HandmadeLoveStories', 'OrnamentationbyMary', 'amariesshop', 'awesomeyoujewelry', 'StampedExpressionsCo', 'Colorwin', 'ElvenstarDesign', 'CraftyMotMot', 'MadCapFun', 'thefabbridaljewelry', 'LayeredAndLong', 'BlushesAndGold', 'LotusSkyCollective', 'ToccoDiLustro', 'SimplyLiveCO', 'Galsenjits', 'CrystalAvenues', 'OliviaPaigeClothing', 'VillaSorgenfrei', 'emilyjdesign', 'whiteliliedesigns', 'hardweardesigns', 'InaLeiDesigns', 'KVEdesigns']"
41,jewelry,rings,"['emilyjdesign', 'LayeredAndLong', 'inbalmishan', 'jewellerypalacee', 'FULLMOONJEWELLERY', 'BexBea', 'EarthsBountyGems', 'LittleGreenRoom', 'Alaridesign', 'GeshaR', 'ElinaGleizer', 'westernmountain', 'JewelryRB', 'handcraftmine', 'barvaleather', 'RebelOcean', 'FoxCFashion', 'JCLJewelry', 'AlameaJewelry', 'ARDONN', 'KaysvilleCraftSupply', 'PersonalizedGiftsUSA', 'BlueRidgeNotions', 'FoxLark', 'ringordering', 'SterlingSilverVenue', 'HANDMADESILVERWORKS', 'LunaSavita', 'DonBiuSilver', 'TedandMag', 'BeSimpleJewelry', 'Marajoyce', 'GrandJunctionGuy', 'BeadsLearnToRock', 'ChalkBagsNadamlada', 'bluebirdss', 'ChildrenofFlowers', 'CamelliaJewelry', 'TheJewelryGirlsPlace', 'TheWoodHutGifts', 'lunaijewelry', 'amywaltz']"
42,jewelry,brooches,"['boygirlparty', 'RockCakes', 'HannahHitchman', 'SapphosClub', 'BytheShed', 'LuckJudgementGifts', 'LaurasJewellery', 'fableandblack', 'SilkPurseSowsEar', 'TheBrightShop', 'DanielleVGreen', 'ladybird113', 'SayonaraBaby', 'dannybrito', 'ShishLOOKdesign', 'ZeBoutic', 'LaserBlastLaserCraft', 'MichellesAssortment', 'AllFairness', 'jilmadethis', 'BlackDressWildHeart', 'niceniceniceDE', 'GlitterParadise', 'pamwishbow', 'janemount', 'MeganDingwallArt', 'Crystalitzy', 'hebbedinge', 'RoarkiesGifts', 'chloesvintagejewelry', 'BridalCloset', 'TheLordoftheBling', 'ShoptheMuse', 'newoldjewels', 'CulturalVoid', 'TheSilverSpider', 'babeunited', 'houseofismay', 'PinkFoxFindings', 'BlueMonkeyGallery', 'OneHappyLeaf', 'DarkenroseJewellery']"
43,jewelry,body-jewelry,"['RebelOcean', 'MiraclesByMira', 'Kittiyadesign', 'BeckeringhDesign', 'ArcticBuffalo', 'MidnightsMojo', 'BeSimpleJewelry', 'JennySweety', 'PersonalisedLayered', 'AmmoniteSwirls', 'bitsnpiecess', 'mypiercingshop', 'luxebuffalo', 'FamilyWeddingJewelry', 'CBOstudio', 'TheBlackCoral', 'BarmineStyle', 'SilverCartel', 'SimplyLiveCO', 'SinsationJewelry', 'ForGoodAndMad', 'NightingaleWorkshop', 'sofisjewelryshop', 'BM25Jewelry', 'wirewirewire', 'maylovely', 'ShankaraTrading', 'SelvedgeDrygoods', 'LuluSplendor', 'MySecretFlowerBox', 'VooVooDesign', 'MoodyMermaidMarket', 'AdoreBridals', 'AzramDesigns', 'shopeclectique', 'AtelyeSade', 'LaurensLittleCharms', 'BrightBDesigns', 'AmysLeatherLane', 'Purityjewel', 'BodyKandie', 'vickybodyjewelry']"
44,jewelry,jewelry-sets,"['TheMagnoliaJewelry', 'thefabbridaljewelry', 'TopGracia', 'DreamIslandJewellery', 'GlamDuchess', 'RainBling', 'SweetMelodyShop', 'horsefeathersgifts', 'LanaChayka', 'arbjewelry', 'alexandreasjewels', 'Crystalshadow', 'AmberAndHaze', 'KVEdesigns', 'TheBelleBrides', 'Gispandiamonds', 'PaperAnniversaryLove', 'BabyToBrideBoutique', 'HedaShop', 'EstherRoseCollection', 'TankGirlShop', 'AniandJonBridal', 'Jnelson80', 'TheExquisiteBride', 'terihuang', 'SimpleRoute', 'agatsjewelry', 'GLBGraphics', 'ethnicekkacreations', 'JazzieJsJewelry', 'TheMuddyHammer', 'SimplyUnique001', 'Snapdora', 'IamAnAudrey', 'TheKingsJewellery', 'ALBridalAccessories', 'RenegadeSilver', 'NadiaDedovets', 'LucyAliasBridal', 'BeadworkAndCoe', 'JeweledDimensions', 'fashionjewelryforeve']"
45,jewelry,cufflinks-and-tie-tacks,"['bridenew', 'WhiskeyWoodCraft', 'ElegantCuff', 'NowThatsPersonal', 'TesoroJewelry', 'AllAboutYouCreations', 'BlueMonkeys', 'beadsoul', 'BridalCloset', 'bitsandbadges', 'retrobeadsandbangles', 'FrederickEngraving', 'customforu', 'EngravingsOnDemand', 'smmade', '3LittlePixiesShoppe', 'CosmicFirefly', 'hardweardesigns', 'aandlengraving', 'timemonogram', 'FeinFein', 'NowThatsCharming', 'staffscoins', 'MonogramNecklace2014', 'emilyjdesign', 'MichelleriesBoutique', 'wildwestjewelryshop', 'ReComputing', 'vintagestampjewels', 'PersonalisedCuffs', 'PaperAnniversaryLove', 'TheSilverDiva', 'geekandfreak', 'EverythingDecorated', 'KevinCossDesigns', 'CufflinksGalore', 'tiposcreations', 'CelebrateToday', 'EternalBird', 'JujuTreasures', 'MYTIESHOP', 'mariaallenboutique']"
46,jewelry,watches,"['axMen', 'VetteChaseWood', 'MikaLush', 'MyPersonalMemories', 'Treasuregiftsandmore', 'LovinglyOurs', 'StardustMix', 'ArtInspiredGifts', 'ByNordvik', 'truemementosgifts', 'MonnaEtsyShop', 'emmalocketshop', 'LittlePopBoutique', 'JuxliHome', 'VillaSorgenfrei', 'FreeForme', 'tmbrwood', 'PRIMRIA', 'WatchBoxCo', 'StatesStudios', 'DeerHut', 'BadgerWatches', 'UrbanDesignerNYC', 'hcvwatches', 'AnchorWatchStraps', 'LuxWoods', 'GoodnightMrTree', 'PerfectPresente', 'ZenokLeather', 'WoodInPhilosophy', '10northcreative', 'TRIMleather', 'GarrettsVintage', 'JooJoobs', 'tiposcreations', 'PocketwatchEmporium', '4MLeatherDesign', 'BeeBeeStyle', 'TealTemptation', 'Trulesorub', 'HAVERN', 'TheTimeShop']"
47,jewelry,jewelry-storage,"['GardenCricket', 'BlackForestCottage', 'MrandMissis', 'FirwoodForest', 'blueroompottery', 'NotaJewelleryBoxLtd', 'claylicious', 'BowheadDesign', 'JewelryHoldersForYou', 'FreshlyFramed', 'PennyLaneCompany', 'ModParty', 'DIYobsessedStore', 'krtwood', 'JuliaBJewelry', 'DandJLollipopStands', 'ThePaintedPress', 'USAVECO', 'MaryElizabethArts', 'BelisamaCrafts', 'BellasPersonalGifts', 'LoveSmallTownUSA', 'WainmanStudios', 'EngravingsEtc', 'TheKnottyShelf', 'TravelingTreeDesign', 'mfivephotography', 'andrewsreclaimed', 'KMRWoodworking', 'TheFamilyJoolz', 'DezSVGShop', 'StampMeBaby', 'GiftedinDesign', 'DesignsbyLunaC', 'dgordon', 'tammnoony', 'IamTerez', 'TimberRidgeShop', 'GypsieStitch', 'TheKnottedWood', 'SerendipityVita', 'HappyFlying']"
48,jewelry,dress-and-shoe-clips,"['ShoeClipsOnly', 'DistinctlyIvy', 'meitaltoledo', 'MadeByLBijoux', 'Thecraftyjack', 'ManuuDesigns', 'QuipsAndGrins', 'ShoeClipsBiz', 'TomisTreasures', 'AvaliseJewellery', 'claudeplume', 'RetroTreasuresLeeds', 'SayonaraBaby', 'SoleExpressionShop', 'QPin', 'JeepersKeepers', 'DesignsbyAlladania', 'SpinTilYurDizzy', 'Heavyarte', 'MilkandHoneyLuxuries', 'MarthaAndBoo', 'Vintagechicdk', 'SunshineandSoulCo', 'CeeJayParis', 'vintagepaige', 'ShellyArt2002', 'HandStampedMetals', 'MamakinsCurios', 'JudaicaBySarah', 'VintageStreet', 'GBRIDALJewellery', 'SusieSilberkettchen', 'CandTCustomLures', 'FanFayreJewellery', 'MeiroJoyas', 'HandToHeartJewelry', 'PresentPerfectStudio', 'AnnesGlitterBug', 'thejewelseeker', 'KlaraKleingeld', 'sandralietzmann', 'RoseybloomBoutique']"
49,jewelry,sweater-clips,"['nicholasandfelice', 'benita753', 'alapopjewelry', 'Ravdeco', 'GypsySoulSistersShop', 'PeaceOfCat', 'LenaKom', 'ARTCHADELgioielli', 'VintageUSSRera', 'DesignHappyDay', 'RedGarnetStudio', 'MidgardianTreasures', 'MyElegantThings', 'denise5960', 'NoemisArk', 'Laseshawl', 'whistleburg', 'BabushkaSCARF', 'MicaPeet', 'VintageIcecreamCone', 'ifoundgallery', 'MagdalenkArt', 'AlisaSonya', 'JewellCollect', 'UrbanBabyBoutiqueInc', 'lindiespatch', 'RosieMays', 'LocallySewnTextiles', 'Trendybomb', 'ILoveCrafty', 'GoldenJewelryDreams', 'fripparie', 'KandysKollectables', 'WhynaughtShop', 'DianaSianCrafts', 'leisab', 'VixieAndMynx', 'MariiaRajuKnitwear', 'WishArtDesignStudio', 'LieselLove', 'InsomniacCreationss', 'justgemz']"
50,jewelry,pet-memorial-jewelry,"['TheLandlockedDogTwo', 'dogsrcool', 'ArtbyWeeze', 'SecretHillStudio', 'MemorialSilver', 'LillaDesigns', 'masterPEACEdesign', 'CraftLoveCraftLife', 'Thoughtfullkeepsakes', 'FindYourFeeling', 'AuntieAngelDesigns', 'ManeAttractionShop', 'LittleGemGirl', 'MarnasHissyFits', 'HeartlandStampCo', 'CharmedJewelryByCDay', 'KathrynsCollection', 'CrystalBlueDesigns', 'BuyMeAPresent', 'SmallprintOrlando', 'TomatoJewelry', 'BlackberryDesigns', 'myflowersforever', 'lajoliefilleboutique', 'UnrulyTails', 'addicted2glassfusion', 'StampedWithPassion', 'DotasBB', 'BrilliantKeepsakes', 'QueenCityEclectics', 'biribis', 'crumbandbone', 'KreationsByKohler', 'cutek9jewellery', 'boygirlparty', 'GabriellesCreations', 'DiBAdog', 'FaithExpressions', 'CherishedSentiments', 'GourmetFelted', 'booboodesignsleeds', 'GiftedinDesign']"
51,craft-supplies-and-tools,jewelry-and-beading-supplies,"['BirdiesNestAntiques', 'beadboat1', 'pinkingedgedesigns', 'RiverValleyGems', 'BohemianFindings', 'TheBeadBandit', 'nicoledebruin', 'JenasBulkGems', 'NatureBeads', 'FabulousRocks', 'CaliFindings', 'LBWjewelrySupply', 'qrhinestones', 'MagnoliaSupply', 'NeatOThings', 'MoldMuse', 'Na0sGlass', 'BellasBeadHabit', 'jewelersparadise', 'YuYoTheArtistsPlace', 'GatheringSplendor', 'LillianOlive', 'IslandBeadsCebu', 'GoldenAgeBeads', 'Cbar5Creations', 'UrbanEnV', 'AKeyToHerHeart', 'MiKriWorldSupplies', 'ReflectionsofIvy', 'theglassconnection', 'LythaStudios', 'FabBeads', 'SupplyYourSoul', 'JewelryMakingWire', 'AingealismBeads', 'SweetRubyJewelry', 'gemplus24', 'ILoveBigButtons', 'WomanShopsWorld', 'delishbeads', 'XanaduBeadery', 'JewelryDesignersBtq']"
52,craft-supplies-and-tools,sewing-and-needlecraft-supplies,"['WildflowerandCompany', 'CozyNestDesign', 'TheWifemadeEmporium', 'DailyCrossStitch', 'NaNeeHandEmbroidery', 'BeautifulPieShop', 'ZoeyStory', 'Gingermelon', 'zipit', 'PatchNation', 'tambocollection', 'BebeFabricStudio', 'STICKYFINGERSVINYL', 'CreativeCraftSupplys', 'BabyGraceHats', 'Sewingworld', 'TintinBeads', 'WholesaleApplique', 'ChalkEffectsPaint', 'PanwatEmbroidery', 'FabricShoppe', 'BenzieDesign', 'FabricsUniverse', 'laFemmeJoli', 'KaelaElliott', 'StitchtopiaInc', 'AppleDumplinDesign', 'DesignEmbroidery', 'mavenpatterns', 'Naviaccessory', 'retromama', 'HerringtonDesign', 'PoohmieCollection', 'FabricModern', 'ILoveBigButtons', 'LaliDolls', 'sweetemmajean', 'Wunderlabel', 'SilverFoxFabrics', 'brindilleandtwig', 'hickitypickity', 'VelvetPonyDesign']"
53,craft-supplies-and-tools,patterns-and-tutorials,"['lalylala', 'CutItUpYall', 'CozyNestDesign', 'TheWifemadeEmporium', 'DailyCrossStitch', 'OfMars', 'maryjanestearoom', 'NaNeeHandEmbroidery', 'BeautifulPieShop', 'AllAboutAmi', 'hennasboutique', 'CatchingColorFlies', 'DesignedByTaylynn', 'TreeChangeDolls', 'Ambercraftstore', 'InkMeThis', 'TillySome', 'TwoGirlsPatterns', 'PanwatEmbroidery', 'maxandmeena', 'EmbroidLifeinColors', 'MyCroWonders', 'SSDesignsStudio', 'ArtisanalThreadworks', 'ShiFio', 'Richmondhillknits', 'StitchtopiaInc', 'mavenpatterns', 'OneStoneGraphics', 'DesignEmbroidery', '1dogwoof', 'retromama', 'tinkerncodigital', 'TopsyTurvyDiaperCake', 'HerringtonDesign', 'IRAROTTpatterns', 'lilleliis', 'SewFunFonts', 'FabricModern', 'goolgool', 'Krawka', 'LaliDolls']"
54,craft-supplies-and-tools,scrapbooking-supplies,"['JessicaSawyerDesign', 'BasilAndMint', 'arcoiriscrafts', 'PrettyTape', 'HappyKawaiiSupplies', 'stampcouture', 'LTCreativeDesigns', 'HeatherGreenwoodShop', 'DDbyRhondaLynn', 'ChiliPapers', 'SibylDesign', 'JssScrapBoutique', 'MoonMinted', 'TheDigiRainbow', 'PrettyDieCuts', 'MaishopDigitalArt', 'HuckleberryHearts', 'SVGSalon', 'PeDeDesigns', 'MyLittleMonkeysGifts', 'ESIdesignsdigital', 'littlemerriments', 'byJLeeloo', 'SonyaDeHartDesign', 'tinkerncodigital', 'OneStoneGraphics', 'froufroucraft', 'Prettygrafikdesign', 'TabAndTagPrintables', 'inkminta', 'CleanCutCreative', 'MotivationalTattoo', 'VintageLoser', 'KennaSatoDesigns', 'OwlAboutTheVinyl', 'rubylovedesigns', 'SVGDigitalDesigns', 'pointandpoem', 'MoonberryDigitalArt', 'OctopusDigitalStore', 'MashaStudio', 'KimlaDesigns']"
55,craft-supplies-and-tools,fabric,"['tambocollection', 'Gingermelon', 'BabyGraceHats', 'BebeFabricStudio', 'CreativeCraftSupplys', 'Sewingworld', 'FabricsUniverse', 'FabricShoppe', 'BenzieDesign', 'KaelaElliott', 'Naviaccessory', 'sweetemmajean', 'hickitypickity', 'SilverFoxFabrics', 'PrintedSilkFabric', 'HandPickedFabrics', 'BigFabricDeals', 'CurlyGirlFabric', 'NatureFiber', 'SkyeKnitsforBabies', 'designourlife', 'FabricBrat', 'artapli', 'PrimitiveTribalCraft', 'Koshtex', 'MoonaFabrics', 'PartySpin', 'itsallpurple', 'BnBLLC', 'SnassyCrafter', 'SouthernSisterSupply', 'BusyLittleBird', 'FabricSupplyCo', 'DiaperMakingSupply', 'SeamsSewCharming', 'AMarketCollection', 'AnnadaisysFabrics', 'MissMatatabi', 'LulisSupplyShop', 'SweetDreamsToo', 'StitchStashDiva', 'LandOfHeroesFabrics']"
56,craft-supplies-and-tools,fiber-and-textile-art-supplies,"['lalylala', 'OfMars', 'AllAboutAmi', 'maryjanestearoom', 'DivinityFibers', 'mountainstreetarts', 'blueroompottery', 'TillySome', 'Richmondhillknits', 'MyCroWonders', 'ShiFio', '1dogwoof', 'goolgool', 'Krawka', 'IRAROTTpatterns', 'woolyredrug', 'MadeByDevrie', 'Miauhau', 'NeonKnotDesigns', 'HookedoPatterns', 'CAROcreated', 'LaughingLambFibers', '4aSong', 'KnittedHomeLondon', 'QuiltKnitCraft', 'Zizidora', 'SerendipityasAlways', 'Wollelfe', 'crystalcreekfibers', 'OakeandAshe', 'KatyTricot', 'CrochetObjet', 'GreenwoodFiberworks', 'AlyseCrochet', 'WhimsicalLittleFox', 'LakesideLoops', 'beesybee', 'nealpottery', 'DragonDyeworks', 'Ohhio', 'ThomasWoodandWool', 'TurtleMade']"
57,craft-supplies-and-tools,general-supplies,"['PrettyTape', 'VinylVogue', 'lollybellemonograms', 'gafeelshop', 'RoselandHaven', 'BathBodySoul', 'RocksandVines', 'MermaidCoveGiftShop', 'MoonlightFeatherInc', 'toptrimming', 'Creativelyyours2010', 'HairbowSuppliesEtc', 'CutItUpYall', 'LemonLimeSupplyCo', 'PinkyDesign', 'NOVOSupplies', 'DetroitStencils', 'thejourneysend', 'BrownBagStencilCo', 'CedarOaks', 'PapergeekCo', 'AllStarVinyl', 'TopSuppliesAndGifts', 'PetitePinkBoutique', 'SparklingMint', 'mopapo', 'SweetSouthernRoseTX', 'ESIdesignsdigital', 'TheHeartofWonder', 'BackRoadsVinyl', 'PixelPixieStudio', 'patternpaintrollers', 'ArtikIce', 'Vinyldecalsworld', 'verymaryk', 'AromaOilAccessory', 'SoireeSupply', 'LolasRibbonShop', 'Artcuts', 'AmericanFeltandCraft', 'KitaleighBoutique', 'GracieAndMarie']"
58,craft-supplies-and-tools,food-craft-supplies,"['WeddingPros', 'NgoCreations', 'SweetHomeWoods', 'bridenew', 'CorkCountryCottage', 'leannemadeline', 'SweetSouthernStencil', 'jncakes', 'TrueloveAffair', 'HomePrint3DToppers', 'SugarDelitesMolds', 'HolidayCakeTopper', 'GlitteredBride', 'LaserTree', 'SpecialDesignForYou', 'SweetEdibles', 'CakeTopperArtStudio', 'FancyFaceStudio', 'ReignandRose', 'BetterOffWed', 'WhenitRainsPaper', 'LivinCrafty', 'KristensKupcakes', 'DIPPOURDRIZZLE', 'DesignCMC', 'AcrylicDesignForYou', 'CakeWorldUSA', 'ChicagoFactory', 'PrimAndPrairie', 'AJourneeParfaite', 'Print3rSpace', 'CAKETOPPERHOUSE', 'CreativeButterflyXOX', 'WeddingTreeGuestbook', 'CutsOfConfetti', 'CrownBakerySupply', 'SimplyCakeToppers', 'PSWeddingsandEvents', 'LOLLICAKESBYELLA', 'EpicWoodDesigns', 'BezInnovations', 'ShopHarperDesignCo']"
